Customer ID;Edad;Genero;Descripcion;Categoria;Fecha Compra;Unidades;PVP;Localizacion;Tamaño;Color;Temporada;Forma Envio;Metodo Pago;Frecuencia Compra
2012;57;Male;Sandals;Footwear;05/01/2035;4;94;West Virginia;M;Beige;Spring;Express;Bank Transfer;Monthly
2013;48;Male;Jeans;Clothing;07/01/2035;5;53;Nevada;L;Green;Fall;Store Pickup;Cash;Fortnightly
2014;39;Male;Backpack;Accessories;09/01/2035;25;70;Virginia;M;Peach;Winter;Standard;Debit Card;Quarterly
2015;51;Male;Skirt;Clothing;11/01/2035;47;26;Wisconsin;L;Black;Summer;Standard;PayPal;Bi-Weekly
2016;57;Male;Belt;Accessories;13/01/2035;8;82;Virginia;S;Pink;Summer;Next Day Air;Credit Card;Fortnightly
2017;53;Male;Shoes;Footwear;15/01/2035;20;47;Maine;S;Violet;Winter;Standard;Debit Card;Fortnightly
2018;70;Male;Socks;Clothing;17/01/2035;42;32;Massachusetts;S;Green;Winter;Next Day Air;Bank Transfer;Every 3 Months
2019;60;Male;Backpack;Accessories;19/01/2035;20;97;Arkansas;S;Gold;Fall;Store Pickup;Bank Transfer;Weekly
2020;31;Male;Shirt;Clothing;21/01/2035;23;68;Idaho;S;Red;Winter;Store Pickup;Cash;Fortnightly
2021;41;Male;Sweater;Clothing;23/01/2035;26;23;Pennsylvania;M;Beige;Winter;Next Day Air;Cash;Quarterly
2022;62;Male;Handbag;Accessories;25/01/2035;48;33;Maine;M;Green;Winter;Standard;Venmo;Quarterly
2023;59;Male;Jewelry;Accessories;27/01/2035;16;38;Alabama;S;Black;Winter;Store Pickup;Cash;Bi-Weekly
2024;46;Male;Socks;Clothing;29/01/2035;28;68;Idaho;S;Teal;Winter;Store Pickup;Cash;Bi-Weekly
2025;62;Male;Socks;Clothing;31/01/2035;39;23;Arkansas;L;Silver;Fall;Express;PayPal;Weekly
2026;42;Male;Shirt;Clothing;02/02/2035;43;29;Delaware;M;Turquoise;Summer;Express;Debit Card;Fortnightly
2027;37;Male;Scarf;Accessories;04/02/2035;45;35;Maine;M;Orange;Winter;Express;Bank Transfer;Every 3 Months
2028;50;Male;Shoes;Footwear;06/02/2035;50;73;Nebraska;S;Gold;Fall;Standard;Credit Card;Every 3 Months
2029;29;Male;Shoes;Footwear;08/02/2035;10;84;Ohio;XL;Purple;Fall;2-Day Shipping;Venmo;Bi-Weekly
2030;25;Male;Scarf;Accessories;10/02/2035;40;23;Montana;M;Pink;Spring;Next Day Air;PayPal;Quarterly
2031;66;Male;Sunglasses;Accessories;12/02/2035;38;67;New Mexico;S;Green;Summer;Standard;Credit Card;Monthly
2032;21;Male;Socks;Clothing;14/02/2035;2;51;North Carolina;L;Charcoal;Spring;Standard;Credit Card;Monthly
2033;46;Male;Blouse;Clothing;16/02/2035;13;36;South Carolina;M;Maroon;Winter;Next Day Air;Cash;Annually
2034;57;Male;Jeans;Clothing;18/02/2035;33;55;Illinois;L;Olive;Summer;Express;Venmo;Annually
2035;61;Male;Shorts;Clothing;20/02/2035;27;30;Alabama;M;Peach;Spring;Store Pickup;PayPal;Monthly
2036;53;Male;T-shirt;Clothing;22/02/2035;43;70;Oklahoma;S;Yellow;Summer;Express;Bank Transfer;Weekly
2037;37;Male;Blouse;Clothing;24/02/2035;46;63;Minnesota;S;Lavender;Winter;Next Day Air;Cash;Weekly
2038;39;Male;Belt;Accessories;26/02/2035;7;87;Illinois;S;Green;Summer;Express;Venmo;Bi-Weekly
2039;53;Male;Blouse;Clothing;28/02/2035;35;70;Arkansas;L;Orange;Spring;Next Day Air;Credit Card;Fortnightly
2040;35;Male;T-shirt;Clothing;02/03/2035;31;51;Minnesota;M;Olive;Spring;Next Day Air;Debit Card;Bi-Weekly
2041;69;Male;Jewelry;Accessories;04/03/2035;42;25;South Carolina;XL;Gray;Spring;Free Shipping;Venmo;Quarterly
2042;66;Male;Jacket;Outerwear;06/03/2035;14;32;New York;S;Lavender;Winter;Next Day Air;PayPal;Bi-Weekly
2043;19;Male;Shoes;Footwear;08/03/2035;35;52;Alabama;M;Red;Spring;2-Day Shipping;Venmo;Monthly
2044;47;Male;Gloves;Accessories;10/03/2035;49;33;New York;M;Charcoal;Summer;Standard;PayPal;Weekly
2045;49;Male;Jeans;Clothing;12/03/2035;17;68;Missouri;L;Orange;Spring;Free Shipping;PayPal;Fortnightly
2046;31;Male;Jewelry;Accessories;14/03/2035;26;20;Georgia;M;Red;Fall;Express;PayPal;Quarterly
2047;39;Male;Pants;Clothing;16/03/2035;30;32;Oklahoma;M;Maroon;Winter;Free Shipping;Cash;Every 3 Months
2048;58;Male;Jewelry;Accessories;18/03/2035;32;82;Connecticut;M;Silver;Summer;Store Pickup;Cash;Annually
2049;45;Male;Sneakers;Footwear;20/03/2035;35;64;Michigan;XL;Pink;Winter;Express;Bank Transfer;Quarterly
2050;68;Male;Boots;Footwear;22/03/2035;15;24;Rhode Island;L;Blue;Fall;Standard;Venmo;Annually
2051;35;Male;Hat;Accessories;24/03/2035;10;96;Mississippi;M;Teal;Summer;Store Pickup;Debit Card;Annually
2052;65;Male;T-shirt;Clothing;26/03/2035;14;94;Massachusetts;L;Black;Spring;Free Shipping;Credit Card;Monthly
2053;45;Male;Backpack;Accessories;28/03/2035;30;48;New Hampshire;M;Gray;Winter;2-Day Shipping;Bank Transfer;Annually
2054;19;Male;Sunglasses;Accessories;30/03/2035;16;60;Wyoming;S;Purple;Spring;2-Day Shipping;Credit Card;Fortnightly
2055;65;Male;Sweater;Clothing;01/04/2035;14;56;New Jersey;XL;Gold;Spring;Express;PayPal;Annually
2056;28;Male;Handbag;Accessories;03/04/2035;28;33;Texas;M;Silver;Fall;2-Day Shipping;Bank Transfer;Weekly
2057;55;Male;Backpack;Accessories;05/04/2035;29;46;Minnesota;L;Blue;Spring;2-Day Shipping;PayPal;Monthly
2058;66;Male;Socks;Clothing;07/04/2035;5;37;South Dakota;L;Yellow;Spring;Standard;PayPal;Every 3 Months
2059;29;Male;Shirt;Clothing;09/04/2035;17;98;Washington;M;Brown;Winter;Store Pickup;Bank Transfer;Quarterly
2060;56;Male;Shorts;Clothing;11/04/2035;50;50;California;XL;Beige;Spring;Express;PayPal;Weekly
2061;21;Male;Belt;Accessories;13/04/2035;23;63;Wisconsin;M;Blue;Fall;Next Day Air;Bank Transfer;Quarterly
2062;32;Male;Sweater;Clothing;15/04/2035;22;70;Michigan;S;Magenta;Summer;Store Pickup;Debit Card;Annually
2063;54;Male;Coat;Outerwear;17/04/2035;15;63;South Carolina;L;Silver;Fall;Standard;Cash;Quarterly
2064;61;Male;Shorts;Clothing;19/04/2035;32;86;Indiana;M;Cyan;Fall;Standard;Cash;Monthly
2065;31;Male;Shoes;Footwear;21/04/2035;5;99;Arkansas;M;Green;Summer;2-Day Shipping;Bank Transfer;Monthly
2066;27;Male;Sneakers;Footwear;23/04/2035;6;40;Oregon;M;Blue;Spring;Free Shipping;Bank Transfer;Bi-Weekly
2067;64;Male;Sneakers;Footwear;25/04/2035;44;92;Illinois;M;Olive;Fall;Store Pickup;Debit Card;Fortnightly
2068;60;Male;Pants;Clothing;27/04/2035;23;21;Maryland;XL;Beige;Fall;2-Day Shipping;Cash;Fortnightly
2069;70;Male;Jewelry;Accessories;29/04/2035;44;81;Vermont;XL;Black;Summer;Store Pickup;Venmo;Monthly
2070;36;Male;T-shirt;Clothing;01/05/2035;3;82;Texas;M;Indigo;Fall;Free Shipping;Debit Card;Quarterly
2071;56;Male;Jewelry;Accessories;03/05/2035;14;88;Nebraska;XL;Red;Spring;Express;Cash;Monthly
2072;69;Male;Jacket;Outerwear;05/05/2035;37;100;South Carolina;S;Yellow;Fall;Store Pickup;PayPal;Quarterly
2073;39;Male;Backpack;Accessories;07/05/2035;22;66;Massachusetts;M;Beige;Winter;Next Day Air;Bank Transfer;Weekly
2074;38;Male;Belt;Accessories;09/05/2035;2;25;Texas;S;Green;Winter;Next Day Air;PayPal;Every 3 Months
2075;36;Male;Scarf;Accessories;11/05/2035;44;53;Florida;M;White;Summer;Free Shipping;Debit Card;Fortnightly
2076;46;Male;Sweater;Clothing;13/05/2035;49;28;South Carolina;S;Turquoise;Fall;Express;Debit Card;Monthly
2077;59;Male;Gloves;Accessories;15/05/2035;22;23;Florida;S;Indigo;Fall;Free Shipping;Debit Card;Bi-Weekly
2078;64;Male;Scarf;Accessories;17/05/2035;26;34;Nebraska;L;Orange;Fall;Free Shipping;Bank Transfer;Annually
2079;49;Male;Dress;Clothing;19/05/2035;40;42;Hawaii;M;Blue;Spring;Next Day Air;Debit Card;Weekly
2080;32;Male;Jeans;Clothing;21/05/2035;16;24;Montana;L;Violet;Summer;Next Day Air;PayPal;Quarterly
2081;29;Male;Sunglasses;Accessories;23/05/2035;17;47;South Dakota;S;Gray;Fall;Free Shipping;Debit Card;Bi-Weekly
2082;24;Male;Coat;Outerwear;25/05/2035;48;78;Alabama;S;Cyan;Spring;Standard;Bank Transfer;Bi-Weekly
2083;41;Male;Jeans;Clothing;27/05/2035;28;89;Arkansas;M;Yellow;Summer;Free Shipping;Venmo;Every 3 Months
2084;41;Male;Scarf;Accessories;29/05/2035;26;59;Mississippi;L;Orange;Fall;Store Pickup;Credit Card;Fortnightly
2085;32;Male;Blouse;Clothing;31/05/2035;43;94;Vermont;S;Brown;Summer;Standard;Bank Transfer;Quarterly
2086;69;Male;Jeans;Clothing;02/06/2035;38;49;New York;M;Teal;Fall;Free Shipping;Debit Card;Weekly
2087;65;Male;Dress;Clothing;04/06/2035;36;89;North Dakota;L;Beige;Summer;2-Day Shipping;Cash;Every 3 Months
2088;54;Male;Hat;Accessories;06/06/2035;1;91;Wisconsin;M;Blue;Summer;Standard;Credit Card;Weekly
2089;39;Male;Sandals;Footwear;08/06/2035;49;89;California;L;Orange;Spring;Standard;Debit Card;Annually
2090;37;Male;Jacket;Outerwear;10/06/2035;41;57;Maryland;L;Gold;Spring;Free Shipping;Credit Card;Every 3 Months
2091;51;Male;Socks;Clothing;12/06/2035;21;71;Massachusetts;S;Teal;Winter;Free Shipping;Debit Card;Monthly
2092;26;Male;Jeans;Clothing;14/06/2035;24;97;Washington;XL;Beige;Fall;Next Day Air;Bank Transfer;Quarterly
2093;42;Male;Sandals;Footwear;16/06/2035;27;45;Minnesota;M;Silver;Fall;Next Day Air;Bank Transfer;Weekly
2094;21;Male;Dress;Clothing;18/06/2035;4;91;Washington;M;Maroon;Spring;Store Pickup;Debit Card;Annually
2095;53;Male;Socks;Clothing;20/06/2035;19;25;South Carolina;M;Indigo;Spring;Standard;Venmo;Annually
2096;36;Male;Hoodie;Clothing;22/06/2035;1;63;New Mexico;M;Gray;Fall;Store Pickup;Bank Transfer;Fortnightly
2097;21;Male;Dress;Clothing;24/06/2035;27;52;North Carolina;L;Blue;Summer;Free Shipping;Debit Card;Annually
2098;33;Male;Sneakers;Footwear;26/06/2035;5;43;Iowa;S;Cyan;Winter;Next Day Air;Credit Card;Weekly
2099;49;Male;T-shirt;Clothing;28/06/2035;20;28;Louisiana;M;White;Summer;2-Day Shipping;Venmo;Quarterly
2100;31;Male;T-shirt;Clothing;30/06/2035;50;78;Oklahoma;L;Green;Summer;Express;PayPal;Annually
2101;68;Male;Sweater;Clothing;02/07/2035;36;31;Michigan;M;Silver;Spring;Free Shipping;Cash;Fortnightly
2102;49;Male;Shirt;Clothing;04/07/2035;12;23;Oregon;M;Blue;Winter;Next Day Air;Bank Transfer;Bi-Weekly
2103;23;Male;Hat;Accessories;06/07/2035;23;25;Idaho;M;Brown;Spring;Store Pickup;Cash;Monthly
2104;30;Male;Pants;Clothing;08/07/2035;21;86;Indiana;S;Red;Summer;Store Pickup;Venmo;Weekly
2105;53;Male;Shoes;Footwear;10/07/2035;47;88;New Mexico;M;Gold;Spring;Free Shipping;Venmo;Weekly
2106;65;Male;Gloves;Accessories;12/07/2035;38;35;South Carolina;M;Silver;Spring;Free Shipping;Venmo;Bi-Weekly
2107;60;Male;Jewelry;Accessories;14/07/2035;40;34;Vermont;M;Gray;Fall;Standard;Credit Card;Every 3 Months
2108;46;Male;Pants;Clothing;16/07/2035;35;75;Delaware;M;Black;Winter;Standard;PayPal;Quarterly
2109;54;Male;Hoodie;Clothing;18/07/2035;4;46;North Dakota;XL;Beige;Winter;Express;Credit Card;Quarterly
2110;59;Male;Jewelry;Accessories;20/07/2035;28;31;California;L;Peach;Fall;Free Shipping;Venmo;Every 3 Months
2111;52;Male;Socks;Clothing;22/07/2035;36;93;Montana;L;Cyan;Spring;Store Pickup;Debit Card;Every 3 Months
2112;41;Male;Sunglasses;Accessories;24/07/2035;15;85;Missouri;XL;Pink;Spring;Free Shipping;Bank Transfer;Annually
2113;43;Male;Belt;Accessories;26/07/2035;7;68;Tennessee;M;Lavender;Fall;2-Day Shipping;Cash;Fortnightly
2114;63;Male;Dress;Clothing;28/07/2035;29;40;Virginia;M;Brown;Spring;Store Pickup;PayPal;Every 3 Months
2115;37;Male;Shirt;Clothing;30/07/2035;12;51;Vermont;M;Magenta;Winter;Standard;Debit Card;Annually
2116;44;Male;Scarf;Accessories;01/08/2035;16;85;Rhode Island;M;Violet;Winter;Store Pickup;Bank Transfer;Bi-Weekly
2117;67;Male;Jacket;Outerwear;03/08/2035;50;23;Kansas;M;Teal;Summer;Express;Debit Card;Bi-Weekly
2118;27;Male;Dress;Clothing;05/08/2035;11;28;Colorado;L;Brown;Summer;Free Shipping;Debit Card;Annually
2119;60;Male;Socks;Clothing;07/08/2035;28;44;Georgia;M;Olive;Fall;2-Day Shipping;Debit Card;Quarterly
2120;58;Male;Jewelry;Accessories;09/08/2035;36;57;Nebraska;M;Indigo;Spring;Store Pickup;Venmo;Bi-Weekly
2121;53;Male;Scarf;Accessories;11/08/2035;38;98;Missouri;S;Red;Fall;Next Day Air;PayPal;Quarterly
2122;43;Male;Backpack;Accessories;13/08/2035;32;68;Alaska;M;Olive;Winter;2-Day Shipping;Bank Transfer;Monthly
2123;32;Male;Jacket;Outerwear;15/08/2035;42;36;Virginia;L;Teal;Fall;Express;Debit Card;Weekly
2124;54;Male;Coat;Outerwear;17/08/2035;22;71;Nebraska;L;Cyan;Spring;Express;Debit Card;Bi-Weekly
2125;47;Male;Skirt;Clothing;19/08/2035;22;60;Rhode Island;M;Teal;Fall;Next Day Air;Venmo;Quarterly
2126;57;Male;Coat;Outerwear;21/08/2035;31;87;New Hampshire;M;Beige;Fall;Store Pickup;PayPal;Quarterly
2127;63;Male;Shoes;Footwear;23/08/2035;28;38;Alabama;XL;Magenta;Winter;Express;Credit Card;Monthly
2128;70;Male;Boots;Footwear;25/08/2035;40;45;North Carolina;M;Indigo;Spring;2-Day Shipping;Debit Card;Weekly
2129;62;Male;Coat;Outerwear;27/08/2035;21;47;New Mexico;L;Cyan;Fall;2-Day Shipping;PayPal;Weekly
2130;40;Male;Skirt;Clothing;29/08/2035;12;57;Minnesota;L;Orange;Fall;Store Pickup;PayPal;Every 3 Months
2131;25;Male;Backpack;Accessories;31/08/2035;33;68;Arizona;L;Violet;Summer;Free Shipping;Credit Card;Annually
2132;19;Male;Shorts;Clothing;02/09/2035;9;52;Montana;M;Red;Fall;Express;Bank Transfer;Fortnightly
2133;25;Male;Skirt;Clothing;04/09/2035;15;87;Vermont;M;Magenta;Fall;2-Day Shipping;Debit Card;Weekly
2134;21;Male;Hat;Accessories;06/09/2035;13;34;Maine;M;Olive;Summer;Standard;Bank Transfer;Annually
2135;55;Male;Sandals;Footwear;08/09/2035;35;41;Virginia;XL;Maroon;Winter;Standard;Credit Card;Fortnightly
2136;34;Male;Sunglasses;Accessories;10/09/2035;1;94;California;S;Yellow;Winter;Next Day Air;Debit Card;Every 3 Months
2137;47;Male;Sunglasses;Accessories;12/09/2035;25;93;New York;M;Red;Summer;Standard;Bank Transfer;Fortnightly
2138;27;Male;Socks;Clothing;14/09/2035;20;51;Indiana;XL;Purple;Winter;2-Day Shipping;Credit Card;Every 3 Months
2139;67;Male;Sweater;Clothing;16/09/2035;36;42;Mississippi;M;Teal;Fall;Next Day Air;Venmo;Quarterly
2140;40;Male;Boots;Footwear;18/09/2035;33;95;New York;M;Red;Winter;Free Shipping;Cash;Weekly
2141;53;Male;Handbag;Accessories;20/09/2035;36;90;New Mexico;M;Brown;Fall;Standard;Cash;Fortnightly
2142;24;Male;Dress;Clothing;22/09/2035;32;98;Kentucky;M;Peach;Winter;2-Day Shipping;PayPal;Annually
2143;47;Male;Hat;Accessories;24/09/2035;21;39;North Dakota;M;Maroon;Winter;Next Day Air;Venmo;Quarterly
2144;53;Male;Sandals;Footwear;26/09/2035;48;66;Arkansas;L;Red;Fall;Next Day Air;Venmo;Bi-Weekly
2145;47;Male;Shoes;Footwear;28/09/2035;25;23;Maryland;L;Orange;Winter;Free Shipping;PayPal;Quarterly
2146;38;Male;Skirt;Clothing;30/09/2035;32;73;Connecticut;S;White;Winter;Standard;PayPal;Annually
2147;48;Male;Sunglasses;Accessories;02/10/2035;45;23;Utah;XL;White;Summer;Standard;PayPal;Every 3 Months
2148;47;Male;Skirt;Clothing;04/10/2035;4;43;Missouri;S;Charcoal;Fall;Standard;Cash;Fortnightly
2149;19;Male;T-shirt;Clothing;06/10/2035;19;45;Nebraska;XL;Turquoise;Winter;2-Day Shipping;PayPal;Bi-Weekly
2150;38;Male;Sandals;Footwear;08/10/2035;1;21;Hawaii;L;Orange;Winter;Standard;Bank Transfer;Weekly
2151;57;Male;Shirt;Clothing;10/10/2035;12;40;Illinois;M;Orange;Spring;2-Day Shipping;Cash;Weekly
2152;70;Male;Jeans;Clothing;12/10/2035;18;58;Vermont;L;Brown;Fall;2-Day Shipping;Venmo;Monthly
2153;38;Male;Shorts;Clothing;14/10/2035;43;48;New Jersey;L;Magenta;Summer;Next Day Air;Bank Transfer;Bi-Weekly
2154;35;Male;Shirt;Clothing;16/10/2035;31;94;Kentucky;M;Violet;Fall;Free Shipping;PayPal;Annually
2155;46;Male;Scarf;Accessories;18/10/2035;33;74;Wyoming;M;Violet;Spring;Store Pickup;Cash;Every 3 Months
2156;32;Male;Handbag;Accessories;20/10/2035;46;51;Hawaii;L;Yellow;Fall;Store Pickup;PayPal;Monthly
2157;38;Male;Skirt;Clothing;22/10/2035;41;83;Missouri;M;Maroon;Winter;Next Day Air;Debit Card;Bi-Weekly
2158;41;Male;Handbag;Accessories;24/10/2035;41;68;Mississippi;L;Turquoise;Winter;Next Day Air;Venmo;Fortnightly
2159;19;Male;Gloves;Accessories;26/10/2035;9;84;Massachusetts;XL;Olive;Spring;Standard;Bank Transfer;Fortnightly
2160;18;Male;Shirt;Clothing;28/10/2035;34;58;Louisiana;M;Peach;Fall;Free Shipping;Cash;Annually
2161;45;Male;Blouse;Clothing;30/10/2035;21;92;West Virginia;L;Charcoal;Winter;Express;PayPal;Annually
2162;23;Male;Dress;Clothing;01/11/2035;5;69;Washington;S;Peach;Summer;Express;Debit Card;Fortnightly
2163;60;Male;Shorts;Clothing;03/11/2035;32;48;Oregon;S;Black;Summer;Free Shipping;PayPal;Weekly
2164;52;Male;Shoes;Footwear;05/11/2035;44;60;New York;L;Gray;Spring;Express;Bank Transfer;Monthly
2165;42;Male;Sandals;Footwear;07/11/2035;46;20;Iowa;S;Olive;Winter;Next Day Air;PayPal;Bi-Weekly
2166;29;Male;Pants;Clothing;09/11/2035;42;55;Idaho;M;Turquoise;Summer;Express;Credit Card;Every 3 Months
2167;31;Male;Jacket;Outerwear;11/11/2035;50;88;New Jersey;S;Purple;Spring;Express;Credit Card;Bi-Weekly
2168;30;Male;Skirt;Clothing;13/11/2035;33;48;Ohio;L;Green;Winter;Standard;Venmo;Fortnightly
2169;23;Male;Handbag;Accessories;15/11/2035;32;74;Connecticut;M;Beige;Spring;Next Day Air;Cash;Quarterly
2170;31;Male;Coat;Outerwear;17/11/2035;32;42;Florida;M;Brown;Fall;Next Day Air;Bank Transfer;Bi-Weekly
2171;40;Male;Sweater;Clothing;19/11/2035;37;32;South Carolina;M;Turquoise;Fall;Next Day Air;Venmo;Every 3 Months
2172;39;Male;Shorts;Clothing;21/11/2035;9;98;Missouri;M;Yellow;Summer;Store Pickup;Cash;Fortnightly
2173;28;Male;Skirt;Clothing;23/11/2035;6;89;Rhode Island;S;Lavender;Fall;Store Pickup;PayPal;Fortnightly
2174;23;Male;Gloves;Accessories;25/11/2035;36;97;Delaware;S;Cyan;Summer;2-Day Shipping;Venmo;Quarterly
2175;42;Male;Backpack;Accessories;27/11/2035;1;49;Colorado;S;Olive;Spring;Store Pickup;Cash;Annually
2176;68;Male;Dress;Clothing;29/11/2035;48;50;Nebraska;M;Silver;Spring;Free Shipping;Credit Card;Fortnightly
2177;24;Male;Belt;Accessories;01/12/2035;44;91;Vermont;S;Red;Winter;2-Day Shipping;Debit Card;Quarterly
2178;24;Male;Gloves;Accessories;03/12/2035;9;93;Montana;XL;Green;Winter;Express;PayPal;Bi-Weekly
2179;21;Male;Jewelry;Accessories;05/12/2035;32;98;Florida;M;Gold;Summer;Standard;Venmo;Annually
2180;49;Male;Socks;Clothing;07/12/2035;14;82;Delaware;L;Lavender;Fall;Next Day Air;PayPal;Monthly
2181;41;Male;Coat;Outerwear;09/12/2035;43;37;Connecticut;M;Yellow;Summer;Store Pickup;Cash;Quarterly
2182;22;Male;Handbag;Accessories;11/12/2035;32;63;Hawaii;M;Black;Fall;Free Shipping;Bank Transfer;Bi-Weekly
2183;42;Male;Blouse;Clothing;13/12/2035;26;99;New Mexico;M;Maroon;Winter;Store Pickup;Venmo;Bi-Weekly
2184;30;Male;Shorts;Clothing;15/12/2035;2;37;Kansas;M;Maroon;Spring;Store Pickup;Cash;Monthly
2185;38;Male;Shoes;Footwear;17/12/2035;16;34;Nevada;S;Gold;Spring;Free Shipping;PayPal;Every 3 Months
2186;40;Male;Shorts;Clothing;19/12/2035;50;32;North Carolina;M;Violet;Winter;Express;Debit Card;Every 3 Months
2187;55;Male;Sandals;Footwear;21/12/2035;6;23;New Mexico;XL;Teal;Winter;Next Day Air;PayPal;Every 3 Months
2188;37;Male;Blouse;Clothing;23/12/2035;20;78;Idaho;M;Violet;Spring;Free Shipping;PayPal;Annually
2189;41;Male;Coat;Outerwear;25/12/2035;9;54;California;M;Brown;Winter;Next Day Air;Credit Card;Weekly
2190;38;Male;Blouse;Clothing;27/12/2035;47;94;Wisconsin;XL;Brown;Fall;Express;Credit Card;Bi-Weekly
2191;42;Male;Belt;Accessories;29/12/2035;33;75;Alaska;S;Maroon;Spring;Express;Credit Card;Annually
2192;26;Male;Blouse;Clothing;31/12/2035;46;69;Pennsylvania;S;Maroon;Summer;Next Day Air;Cash;Bi-Weekly
2193;41;Male;Scarf;Accessories;02/01/2036;9;35;Virginia;L;Yellow;Winter;Next Day Air;Credit Card;Monthly
2194;27;Male;Shirt;Clothing;04/01/2036;8;78;California;L;Turquoise;Spring;Express;PayPal;Monthly
2195;61;Male;Socks;Clothing;06/01/2036;48;29;Kentucky;M;Silver;Summer;Standard;Bank Transfer;Quarterly
2196;58;Male;Jeans;Clothing;08/01/2036;2;62;New York;M;Brown;Fall;Next Day Air;Cash;Monthly
2197;25;Male;Dress;Clothing;10/01/2036;31;58;Vermont;M;Gray;Spring;Next Day Air;PayPal;Weekly
2198;33;Male;Boots;Footwear;12/01/2036;40;88;Pennsylvania;M;Indigo;Summer;2-Day Shipping;Venmo;Monthly
2199;57;Male;Scarf;Accessories;14/01/2036;35;80;New York;L;Turquoise;Summer;Free Shipping;Venmo;Monthly
2200;39;Male;Scarf;Accessories;16/01/2036;40;47;North Carolina;M;Maroon;Summer;Store Pickup;Debit Card;Monthly
2201;60;Male;Gloves;Accessories;18/01/2036;27;51;Wyoming;L;Charcoal;Summer;Next Day Air;Debit Card;Every 3 Months
2202;39;Male;Pants;Clothing;20/01/2036;10;25;Ohio;L;Peach;Spring;2-Day Shipping;Venmo;Annually
2203;42;Male;Dress;Clothing;22/01/2036;23;36;Alabama;M;Red;Summer;Next Day Air;Credit Card;Weekly
2204;53;Male;Dress;Clothing;24/01/2036;32;79;Rhode Island;M;Indigo;Winter;Free Shipping;Cash;Quarterly
2205;20;Male;Jeans;Clothing;26/01/2036;6;41;Oregon;S;Lavender;Winter;2-Day Shipping;Debit Card;Monthly
2206;46;Male;Sweater;Clothing;28/01/2036;27;68;North Dakota;XL;Red;Fall;Express;PayPal;Weekly
2207;46;Male;Sandals;Footwear;30/01/2036;25;51;Illinois;L;Green;Spring;Store Pickup;Bank Transfer;Fortnightly
2208;69;Male;Handbag;Accessories;01/02/2036;11;38;New Mexico;M;Gray;Fall;Next Day Air;Credit Card;Annually
2209;28;Male;Scarf;Accessories;03/02/2036;23;46;Colorado;XL;Violet;Summer;2-Day Shipping;PayPal;Monthly
2210;42;Male;Sandals;Footwear;05/02/2036;44;20;Utah;XL;Beige;Summer;2-Day Shipping;Bank Transfer;Quarterly
2211;30;Male;Sunglasses;Accessories;07/02/2036;35;25;Virginia;M;Orange;Summer;Store Pickup;PayPal;Fortnightly
2212;50;Male;Sweater;Clothing;09/02/2036;45;89;Maine;L;Purple;Winter;Free Shipping;Debit Card;Every 3 Months
2213;59;Male;Pants;Clothing;11/02/2036;22;77;Nebraska;M;Brown;Winter;Next Day Air;Bank Transfer;Quarterly
2214;54;Male;Hat;Accessories;13/02/2036;18;94;Hawaii;M;Maroon;Fall;Express;Debit Card;Quarterly
2215;50;Male;Belt;Accessories;15/02/2036;20;100;Idaho;L;Gold;Fall;Standard;Debit Card;Weekly
2216;25;Male;Sandals;Footwear;17/02/2036;28;96;West Virginia;M;Indigo;Winter;Express;Credit Card;Fortnightly
2217;41;Male;Pants;Clothing;19/02/2036;15;36;Vermont;XL;Silver;Winter;Store Pickup;Venmo;Bi-Weekly
2218;35;Male;Jewelry;Accessories;21/02/2036;42;27;Indiana;XL;Red;Fall;Store Pickup;Bank Transfer;Fortnightly
2219;67;Male;Sunglasses;Accessories;23/02/2036;20;67;Idaho;M;Magenta;Winter;Store Pickup;Debit Card;Quarterly
2220;33;Male;Blouse;Clothing;25/02/2036;16;91;Minnesota;S;Purple;Fall;Store Pickup;Bank Transfer;Fortnightly
2221;19;Male;Belt;Accessories;27/02/2036;47;62;Wyoming;XL;Beige;Fall;Store Pickup;Cash;Annually
2222;25;Male;Shorts;Clothing;29/02/2036;34;88;Kansas;XL;White;Fall;Free Shipping;Credit Card;Annually
2223;32;Male;Pants;Clothing;02/03/2036;30;66;Georgia;M;Teal;Summer;Store Pickup;Credit Card;Weekly
2224;30;Male;Sandals;Footwear;04/03/2036;5;65;Kansas;M;Gray;Fall;Next Day Air;PayPal;Quarterly
2225;18;Male;Gloves;Accessories;06/03/2036;38;25;Nebraska;L;Charcoal;Winter;Standard;Cash;Quarterly
2226;38;Male;Belt;Accessories;08/03/2036;18;64;Washington;S;Olive;Spring;Free Shipping;Credit Card;Annually
2227;22;Male;Shirt;Clothing;10/03/2036;28;72;Missouri;L;Blue;Spring;Store Pickup;Cash;Annually
2228;40;Male;Scarf;Accessories;12/03/2036;42;74;Washington;S;Gray;Summer;Next Day Air;Credit Card;Fortnightly
2229;54;Male;Gloves;Accessories;14/03/2036;5;50;Kansas;M;Green;Fall;Free Shipping;Credit Card;Weekly
2230;70;Male;Pants;Clothing;16/03/2036;50;97;Minnesota;M;Silver;Fall;Express;Venmo;Monthly
2231;52;Male;Sneakers;Footwear;18/03/2036;33;36;Colorado;S;Teal;Spring;Express;Venmo;Fortnightly
2232;34;Male;Jacket;Outerwear;20/03/2036;1;49;Utah;M;Beige;Fall;Store Pickup;Credit Card;Weekly
2233;65;Male;Shoes;Footwear;22/03/2036;14;64;North Carolina;L;Lavender;Spring;Store Pickup;Cash;Fortnightly
